1.791704588823260451e+02,1.396436074511582603e+02,1.776454975011358783e+02
1.792028441617446788e+02,1.395837346660606215e+02,1.776810631531124045e+02
1.791993593820986916e+02,1.395003680145390774e+02,1.776928123580190118e+02
1.793075829168559210e+02,1.395772785097683766e+02,1.777896092685145959e+02
1.793659518400724266e+02,1.396508314402541089e+02,1.778678146297139335e+02
1.791572648796002625e+02,1.394728668786914625e+02,1.776697046796911081e+02
1.789964425261245538e+02,1.393195184007268494e+02,1.775455156746931777e+02
1.791114266242616679e+02,1.394042480690596335e+02,1.776541753748292365e+02
1.790945024988639318e+02,1.393815856428894620e+02,1.776292230804180861e+02
1.791459336665149635e+02,1.394575783734666743e+02,1.776884370740569352e+02
1.791942662426172035e+02,1.395046024534302944e+02,1.777306633348482308e+02
1.791504543389369246e+02,1.394897319400269282e+02,1.776692639709220884e+02
1.790288005452062521e+02,1.393910540663332824e+02,1.775352885052246563e+02
1.791562426169928131e+02,1.394840072694233868e+02,1.776626578827806497e+02
1.791844661517492057e+02,1.393562562471607578e+02,1.777109359382097011e+02
1.794703952748752727e+02,1.395397410268061265e+02,1.780088368923215114e+02
1.791677237619262826e+02,1.395656837801001302e+02,1.776169513857338131e+02
1.791491049522940386e+02,1.394575465697411971e+02,1.776257837346659585e+02
1.791756701499316762e+02,1.394093094048160424e+02,1.776818264425263010e+02
1.791449432076328492e+02,1.393406133575645640e+02,1.776600363471151809e+02
1.792777101317582549e+02,1.394702907769195406e+02,1.777616901408447916e+02
1.793140572467061133e+02,1.395158791458429448e+02,1.777573784643347494e+02
1.792156156292596165e+02,1.394205679236708875e+02,1.776531803725578413e+02
1.793140527033164915e+02,1.394930531576554245e+02,1.777348705134031661e+02
1.793242480690595642e+02,1.395097455701954630e+02,1.777718582462517247e+02
1.791933393911858730e+02,1.393956292594273805e+02,1.776603362108130000e+02
1.792102907769196634e+02,1.393967105860973561e+02,1.777047978191730806e+02
1.791901635620171760e+02,1.393666696955930320e+02,1.776767378464333547e+02
1.791842889595637587e+02,1.393857428441618538e+02,1.776753248523398270e+02
1.793242662426171421e+02,1.394768378009996184e+02,1.778022807814632245e+02
1.793286642435254805e+02,1.393162062698771706e+02,1.777997001363018796e+02
1.792502589731942635e+02,1.391217810086322402e+02,1.777019763743752776e+02
1.789998228078146667e+02,1.392231576556110326e+02,1.773904089050432731e+02
1.791185779191271195e+02,1.392472285324853374e+02,1.775325215810994450e+02
1.791298000908674055e+02,1.392068786915040448e+02,1.775897364834165160e+02
1.791309313948205784e+02,1.391942253521125110e+02,1.776100999545657260e+02
1.791487641980920671e+02,1.392425806451612686e+02,1.776331803725578879e+02
1.791230531576558462e+02,1.392552975920035863e+02,1.775943980009087682e+02
1.791033121308493605e+02,1.392482371649249160e+02,1.775810449795546901e+02
1.790617537482962689e+02,1.391715174920493325e+02,1.775259018627896239e+02
1.792362789641072709e+02,1.393362335302132635e+02,1.776960063607456277e+02
1.791767514766011118e+02,1.393028714220806705e+02,1.776413584734212634e+02
1.792758609722849599e+02,1.394084098137208798e+02,1.777457791912767391e+02
1.791878009995455443e+02,1.393673103134939879e+02,1.776551385733756661e+02
1.791202635165833783e+02,1.393460926851425938e+02,1.775978418900496365e+02
1.791896728759651296e+02,1.393812403452973570e+02,1.776659109495683708e+02
1.793876056338028206e+02,1.394261199454792575e+02,1.778620899591095110e+02
1.794844752385274376e+02,1.394002680599727171e+02,1.779420990458887104e+02
1.793033530213538711e+02,1.396142889595639360e+02,1.777220990458882852e+02
1.790455883689233474e+02,1.392716537937301382e+02,1.775043616537934952e+02
1.790851885506585859e+02,1.392574238982281258e+02,1.775783598364377269e+02
1.791107405724671935e+02,1.392552294411630385e+02,1.775955202180827257e+02
1.792800318037256773e+02,1.394434847796455870e+02,1.777319491140389118e+02
1.793066469786461425e+02,1.394799591094955247e+02,1.777301590186275462e+02
1.794296047251252162e+02,1.396230622444344931e+02,1.778653021353929375e+02
1.793787460245347063e+02,1.395572875965466721e+02,1.778273875511129631e+02
1.793394457064970311e+02,1.395332848705135120e+02,1.778096501590182470e+02
1.792722716946845765e+02,1.395030667878236841e+02,1.777714947751024965e+02
1.792724897773737496e+02,1.394916265333941396e+02,1.777765561108589623e+02
1.790342844161743585e+02,1.392527669241258081e+02,1.775288459791005096e+02
1.791132712403453695e+02,1.393613130395273174e+02,1.776014311676510431e+02
1.792127850976828256e+02,1.394053066787824378e+02,1.776821263062245180e+02
